"","LOC","GENO","h1","h2","h3","h4","M","Y"
"22","12","PRE0020",0.284500000000002,1.17499999999999,2.15000000000001,2.65,0.762919445999996,4.07114129925306
"23","12","PRE0021",0.270137001976833,1.17386693649243,1.92469514913247,2.49091421749873,0.726677039941492,1.48349470585862
"24","12","PRE0022",0.315000000000002,2.04999999999999,3.25000000000001,4.025,0.703041068999996,11.3828078881227
"25","12","PRE0023",0.279000000000002,1.79999999999999,2.77500000000001,4,0.709331121499996,10.4633443621993
"26","12","PRE0025",0.318000000000002,1.79999999999999,2.87500000000001,3.625,0.656343053999996,11.5621976184668
"27","12","PRE0027",0.278500000000002,1.34999999999999,1.90000000000001,2.6,0.782646166999996,5.54293494963782
"28","12","PRE0028",0.280000000000002,1.44999999999999,2.62500000000001,3.775,0.729404007999996,12.6782409504583
"29","12","PRE0029",0.289500000000002,1.64999999999999,2.82500000000001,3.775,0.677481446999996,12.6637152928841
"30","12","PRE0030",0.154137001976833,1.37386693649243,2.07469514913247,2.94091421749873,0.713582003941492,3.55044174042366
"31","12","PRE0033",0.345500000000002,1.82499999999999,2.95000000000001,3.625,0.712713510999996,9.06592475246999
"32","12","PRE0035",0.373500000000002,2.04999999999999,2.95000000000001,3.7,0.648546681499996,6.90727806618756
"33","12","PRE0036",0.314500000000002,1.77499999999999,2.87500000000001,3.275,0.703261595499996,6.62061396265169
"34","12","PRE0038",0.348000000000002,1.79999999999999,2.80000000000001,3.8,0.719730402999996,10.73366644393
"35","12","PRE0041",0.290000000000002,1.59999999999999,2.82500000000001,3.725,0.718139990999996,11.6155279546481
"36","12","PRE0042",0.207500000000002,0.974999999999991,1.80000000000001,2.175,0.710552021999996,8.13340717780865
"37","12","PRE0043",0.238000000000002,1.02499999999999,1.72500000000001,2.475,0.743738589999996,2.48638219505129
"38","12","PRE0048",0.283000000000002,1.32499999999999,2.15000000000001,2.825,0.6841881090585,8.11857672377407
"39","12","PRE0049",0.232500000000002,0.974999999999991,1.92500000000001,2.45,0.7966463910585,4.00561677546074
"40","12","PRE0051",0.238500000000002,1.24999999999999,2.02500000000001,2.95,0.763564276499996,7.87894774044159
"41","12","PRE0053",0.235000000000002,1.29999999999999,2.32500000000001,3.425,0.689102970499996,6.53537593594072
"42","12","PRE0056",0.240000000000002,1.49999999999999,2.47500000000001,3.25,0.698024157999996,9.23813695576918
"43","12","PRE0058",0.244500000000002,1.37499999999999,2.20000000000001,3.5,0.663929687999996,8.86041004533185
"44","12","PRE0061",0.249500000000002,1.37499999999999,2.40000000000001,3.325,0.739025067941492,8.59247921703458
"45","12","PRE0062",0.242500000000002,1.07499999999999,2.05000000000001,2.75,0.719105851499996,8.09869525697091
"46","12","PRE0063",0.309000000000002,1.29999999999999,2.35000000000001,2.9,0.706254647499996,6.97474697048082
"47","12","PRE0064",0.225500000000002,1.24999999999999,2.17500000000001,2.675,0.708516613499996,5.72899382917674
"48","12","PRE0066",0.262500000000002,1.34999999999999,2.30000000000001,3.2,0.696888977999996,8.67567241272758
"49","12","PRE0068",0.265000000000002,1.32499999999999,2.17500000000001,2.95000000000001,0.714194182999996,4.01406135724973
"50","12","PRE0069",0.251500000000002,1.07499999999999,2.05000000000001,2.625,0.765386853999996,3.42117686460717
"51","12","PRE0074",0.207500000000002,1.42499999999999,2.52500000000001,2.7,0.725426348499996,3.25408441131041
"52","12","PRE0079",0.279000000000002,1.39999999999999,1.80000000000001,2.275,0.806921499499996,1.98325021824247
"53","12","PRE0091",0.202500000000002,1.39999999999999,2.35000000000001,3.175,0.684789655999996,4.34084540539413
"54","12","PRE0109",0.374000000000002,2.02499999999999,3.02500000000001,3.70000000000001,0.593688867999996,12.4185270718699
"55","12","PRE0111",0.292000000000002,1.94999999999999,3.02500000000001,3.70000000000001,0.723751709499996,9.03169165292966
"56","12","PRE0123",0.299000000000002,1.42499999999999,2.62500000000001,3.32500000000001,0.775060475999996,7.34928438332947
"57","12","PRE0124",0.281000000000002,1.49999999999999,2.17500000000001,2.75,0.722583802058501,7.77208880787007
"58","12","PRE0132",0.270000000000002,1.64999999999999,2.60000000000001,3.25,0.719610725999996,9.26148712146173
"59","12","PRE0134",0.350000000000002,1.79999999999999,2.47500000000001,2.65,0.695595593999996,9.41052787244102
"60","12","PRE0135",0.311500000000002,1.82499999999999,3.05000000000001,4.42500000000001,0.711247434999996,11.3788488227555
"61","12","PRE0136",0.239000000000002,1.12499999999999,1.82500000000001,2.57500000000001,0.759833922499996,3.76471476881699
"62","12","PRE0138",0.293500000000002,1.37499999999999,2.12500000000001,2.7,0.770898645999996,4.79157955743811
"63","12","PRE0139",0.269000000000002,1.59999999999999,2.62500000000001,3.9,0.699027486499996,8.76126918666863
"64","12","PRE0141",0.228000000000002,1.32499999999999,2.17500000000001,2.775,0.785850852999996,5.65254604330423
"65","12","PRE0145",0.226000000000002,1.32499999999999,2.25000000000001,2.625,0.779994528999996,1.72527749937442
"66","12","PRE0165",0.212500000000002,1.17499999999999,2.42500000000001,2.95000000000001,0.739257755999996,4.37170069021703
"67","12","PRE0166",0.267000000000002,1.34999999999999,2.45000000000001,3.175,0.732060236499996,2.96175970329907
"68","12","PRE0191",0.308000000000002,1.94999999999999,2.97500000000001,3.3,0.550481179999996,13.0364948654949
"69","12","PRE0196",0.218000000000002,1.49999999999999,2.57500000000001,3.725,0.557658347999996,8.06897773068651
"70","12","PRE0199",0.263500000000002,1.52499999999999,2.50000000000001,3.15000000000001,0.722992141499996,6.18077625956829
"71","12","PRE0200",0.268000000000003,1.62499999999999,2.80000000000001,3.55,0.652792755999996,6.53836316915281
"72","12","PRE0201",0.289500000000002,1.77499999999999,2.60000000000001,3.975,0.632989832999996,11.6707448288072
"73","12","PRE0206",0.272000000000003,1.72499999999999,2.72500000000001,3.575,0.696808090499996,8.89798353406621
"74","12","PRE0210",0.232000000000002,1.77499999999999,3.05000000000001,3.20000000000001,0.645943646999996,7.32866627115236
"75","12","PRE0211",0.217000000000002,1.87499999999999,3.10000000000001,3.35,0.570415377499996,8.59524366568329
"76","12","PRE0212",0.241000000000002,1.34999999999999,2.40000000000001,3.625,0.6232328850585,13.8394604297174
"77","12","PRE0214",0.210000000000002,1.12499999999999,2.22500000000001,3.07500000000001,0.782250552999996,7.20377772424953
"78","12","PRE0217",0.246500000000002,2.07499999999999,3.45000000000001,3.5,0.587065163999996,8.88063850571736
"79","12","PRE0224",0.288500000000002,1.14999999999999,2.05000000000001,2.75,0.730303275999996,5.47352196698185
"80","12","PRE0226",0.321000000000002,2.27499999999999,2.97500000000001,2.975,0.652901565499996,5.2536159854946
"81","12","PRE0235",0.264500000000002,1.59999999999999,2.55000000000001,3.32500000000001,0.727948082499996,9.08402067763614
"82","12","PRE0237",0.329000000000002,1.22499999999999,1.95000000000001,2.65,0.689671611499996,6.73173567311186
"83","12","PRE0239",0.205500000000002,0.949999999999991,1.75000000000001,2.275,0.718701986499996,3.85984123256374
"84","12","PRE0240",0.245500000000002,1.39999999999999,2.47500000000001,3.4,0.643438174999996,11.3116310098222
"85","12","PRE0241",0.268000000000002,1.44999999999999,2.35000000000001,3.35,0.667149147499996,7.9836223874788
"86","12","PRE0259",0.187000000000002,2.39999999999999,2.62500000000001,2.8,0.480635826499996,6.13443060945619
"87","12","PRE0261",0.255000000000002,1.39999999999999,2.27500000000001,3,0.703110808499996,7.64111631455266
"88","12","PRE0265",0.238500000000002,1.52499999999999,2.47500000000001,3.175,0.679187819999996,9.38683202383775
"89","12","PRE0277",0.208500000000002,1.37499999999999,2.37500000000001,3.2,0.712155281499996,9.02282229353908
"90","12","PRE0279",0.256000000000002,1.29999999999999,2.10000000000001,2.725,0.761857765499996,4.70721129778508
"91","12","PRE0295",0.251500000000002,1.02499999999999,1.92500000000001,2.975,0.733885115499996,4.65702305966077
"92","12","PRE0299",0.181500000000002,1.02499999999999,1.87500000000001,2.75,0.733615751999996,3.95443247902523
"93","12","PRE0301",0.208000000000002,1.42499999999999,2.77500000000001,3.275,0.703235587499996,6.43321550446374
"94","12","PRE0309",0.193000000000002,1.34999999999999,2.40000000000001,2.8,0.743525675499996,7.80252638457288
"95","12","PRE0317",0.198500000000002,1.22499999999999,2.12500000000001,3.125,0.648683617999996,8.98813678475511
"96","12","PRE0319",0.223500000000002,1.29999999999999,2.27500000000001,2.85,0.726214354999996,6.47842575219545
"97","12","PRE0320",0.250000000000002,1.22499999999999,2.12500000000001,3,0.744568214999996,7.90309980638869
"98","12","PRE0322",0.228000000000002,1.27499999999999,2.27500000000001,2.8,0.706634891499996,8.34681301013725
"99","12","PRE0329",0.187500000000002,1.27499999999999,2.37500000000001,3.125,0.685213042999996,13.8740369215666
"100","12","PRE0331",0.264000000000002,1.32499999999999,1.80000000000001,3.025,0.724332287999996,11.0393124247799
"101","12","PRE0332",0.357500000000002,1.54999999999999,2.70000000000001,3.3,0.711905525499996,8.40177712284337
"102","12","PRE0333",0.286500000000002,1.49999999999999,2.92500000000001,3.7,0.629063115499996,8.27913767002786
"103","12","PRE0348",0.244000000000002,1.52499999999999,2.52500000000001,3.55,0.670786825999996,8.26836901572058
"104","12","PRE0370",0.252000000000002,1.54999999999999,2.32500000000001,3.375,0.716581751999996,12.0823664544018
"105","12","PRE0372",0.204500000000002,1.29999999999999,2.30000000000001,3.2,0.711348435499996,5.21975292916022
"106","12","PRE0373",0.299000000000002,1.54999999999999,2.40000000000001,3.2,0.740517312999996,10.5365244410372
"107","12","PRE0382",0.276500000000002,1.57499999999999,2.45000000000001,3.075,0.658558880999996,11.7380638627078
"108","12","PRE0386",0.278500000000002,1.37499999999999,2.52500000000001,3.275,0.721942301499996,5.91351406698623
"109","12","PRE0391",0.171000000000002,1.29999999999999,2.10000000000001,2.9,0.718287255499996,5.66852145439279
"110","12","PRE0396",0.197500000000002,1.09999999999999,2.17500000000001,2.925,0.757064493999996,8.23896725228752
"111","12","PRE0399",0.264500000000002,1.27499999999999,2.22500000000001,3,0.708399809999996,8.07864771649476
"112","12","PRE0413",0.223500000000002,1.17499999999999,2.07500000000001,3.3,0.711261601499996,6.41309496118841
"113","12","PRE0414",0.375137001976833,1.17386693649243,1.57469514913247,2.14091421749873,0.674620011941492,5.93182599760903
"114","12","PRE0418",0.198000000000002,0.999999999999992,1.67500000000001,2,0.730051265941492,5.97783951100487
"115","12","PRE0420",0.248000000000002,1.09999999999999,1.80000000000001,2.4,0.623090644941492,7.20674126748818
"116","12","PRE0425",0.334000000000002,1.42499999999999,2.25000000000001,3,0.708052733999996,7.84828545351081
"117","12","PRE0450",0.328000000000002,1.92499999999999,3.02500000000001,3.85,0.600954739499996,10.7327193223706
"118","12","PRE0465",0.304500000000002,1.62499999999999,2.55000000000001,3.425,0.707939937999996,10.1685134316696
"119","12","PRE0467",0.347500000000002,1.87499999999999,3.02500000000001,3.75,0.658617924999996,7.7080407145459
"120","12","PRE0468",0.291000000000002,2.04999999999999,2.55000000000001,2.6,0.665701019499996,4.80839950454534
"121","12","PRE0480",0.227000000000002,1.27499999999999,2.17500000000001,2.775,0.694258682999996,7.54359798759031
"122","12","PRE0498",0.213000000000002,1.27499999999999,2.27469514913246,3.15,0.762995883499996,6.47145886517195
"123","12","PRE0500",0.257000000000002,1.27499999999999,2.12500000000001,2.825,0.765113216499997,7.65665288872865
"124","12","PRE0525",0.304500000000002,1.22499999999999,2.30000000000001,3.125,0.740858666499996,6.37973053178444
"125","12","PRE0553",0.289000000000002,1.57499999999999,2.45000000000001,3.225,0.665278322999996,8.76244850605434
"126","12","PRE0558",0.316000000000002,1.74999999999999,2.72500000000001,3.175,0.788642744499996,3.66030038235879
"127","12","PRE0562",0.304000000000002,1.72499999999999,3.17500000000001,4.25,0.6730284770585,10.8809985686319
"128","12","PRE0563",0.170500000000002,1.39999999999999,2.25000000000001,2.875,0.733017898999996,8.48954549208444
"129","12","PRE0564",0.170500000000002,1.27499999999999,2.12500000000001,2.775,0.696479200499996,6.2721020799447
"130","12","PRE0566",0.362500000000002,1.37499999999999,2.37500000000001,2.925,0.737956171999996,6.15955581703437
"131","12","PRE0572",0.314000000000002,1.19999999999999,1.82500000000001,2.175,0.652864002499997,10.7025642427022
"132","12","PRE0574",0.294000000000002,1.44999999999999,2.40000000000001,3.2,0.700288486999996,11.1031786713396
"133","12","PRE0587",0.238500000000002,1.64999999999999,2.70000000000001,3.4,0.697695123499996,10.4486494854654
"134","12","PRE0671",0.277500000000002,1.52499999999999,2.75000000000001,3.55,0.638240854999996,11.4387403168205
"135","12","PRE0689",0.238000000000002,1.44999999999999,2.60000000000001,3.675,0.602357960499996,6.58463206942569
"136","12","PRE0690",0.235500000000002,1.29999999999999,2.10000000000001,2.625,0.619162905499996,10.3628837696735
"137","12","PRE0704",0.242000000000003,1.57499999999999,2.60000000000001,3.575,0.623503648499997,10.1442874824057
"138","12","PRE0728",0.237000000000003,1.37499999999999,2.02500000000001,2.15,0.716145384499996,6.98799939346091
"139","12","PRE0790",0.171500000000002,1.14999999999999,1.97500000000001,2.925,0.725807748499997,6.19469736743007
"140","12","PRE0800",0.264000000000003,1.57499999999999,2.85000000000001,3.6,0.647284283499996,6.55591999922824
"141","12","PRE0808",0.216000000000003,1.29999999999999,2.25000000000001,3.175,0.607548747999996,11.0185937214795
"142","12","PRE0851",0.276000000000003,1.99999999999999,2.47500000000001,2.625,0.631931412999996,3.70801832035904
"143","12","PRE0947",0.207500000000003,1.54999999999999,2.30000000000001,3,0.7029265950585,6.5856986598263
"144","12","PRE0951",0.228000000000002,1.09999999999999,1.72500000000001,2.2,0.741023335999996,7.76791680371766
"145","12","PRE0970",0.218000000000003,1.12499999999999,1.75000000000001,2.45,0.725082393999996,6.22997733948399
"146","12","PRE0972",0.182500000000003,1.24999999999999,2.20000000000001,2.35,0.730114748999996,5.0911813884319
"147","12","PRE0987",0.227500000000002,1.32499999999999,2.30000000000001,2.55,0.788688150499997,2.23150249261286
"148","12","PRE0991",0.264000000000003,1.34999999999999,2.50000000000001,3.5,0.643427512999996,4.62020025833346
"149","12","PRE1014",0.263500000000003,1.44999999999999,2.32500000000001,2.825,0.667728289499997,7.78593520614276
"150","12","PRE1015",0.251000000000003,1.87499999999999,3.10000000000001,4.325,0.672580816499996,10.1062201617016
"151","12","PRE1019",0.285500000000002,1.27499999999999,2.15000000000001,3,0.750132542999996,8.11579784572071
"152","12","PRE1022",0.253000000000003,1.17499999999999,1.95000000000001,2.65,0.761998830999997,3.77361493119524
"153","12","PRE1025",0.273000000000003,1.49999999999999,2.25000000000001,3.1,0.626742359999996,7.34809736866838
"154","12","PRE1033",0.326000000000002,1.59999999999999,2.70000000000001,3.45,0.662738377999996,9.38297909418606
"155","12","PRE1038",0.257500000000002,1.59999999999999,2.30000000000001,3.325,0.704839805499996,6.54442595361092
"156","12","PRE1039",0.275000000000002,1.64999999999999,2.67500000000001,4.225,0.653219063999996,6.99561082409986
"157","12","PRE1040",0.234500000000002,1.39999999999999,2.40000000000001,2.775,0.704630300499996,7.49144443292898
"158","12","PRE1047",0.265500000000002,1.69999999999999,2.92500000000001,3.825,0.683346827499996,9.95665661484438
"159","12","PRE1070",0.247500000000002,1.02499999999999,1.82500000000001,1.95,0.699965236999996,4.94244512448193
"160","12","PRE1074",0.209000000000002,1.02499999999999,1.45000000000001,1.575,0.776013516999997,3.8719642000772
"161","12","PRE1076",0.207000000000002,1.12499999999999,1.35000000000001,1.575,0.775687591499997,2.7357434618188
"162","12","PRE1104",0.225000000000002,1.22499999999999,2.25000000000001,2.9,0.712243711499997,9.50963475247467
"163","12","PRE1124",0.272000000000002,1.12499999999999,2.05000000000001,2.75,0.728824249499996,5.9187933937817
"164","12","PRE1155",0.278500000000002,1.67499999999999,2.57500000000001,3.75,0.697728353999996,9.15641695940982
"165","12","PRE1156",0.237000000000002,1.87499999999999,3.10000000000001,4.025,0.615944924499996,14.8633312425983
"166","12","PRE1157",0.280500000000002,1.59999999999999,2.25000000000001,3.35,0.740608088941492,4.01383992264525
"167","12","PRE1160",0.257500000000002,1.12499999999999,1.97500000000001,2.275,0.778627348999996,4.142205405466
"168","12","PRE1184",0.263500000000002,1.27499999999999,2.17500000000001,3.025,0.703588432499996,7.76351615306822
"169","12","PRE1203",0.205000000000002,1.47499999999999,2.60000000000001,3.775,0.608957065499996,6.54483907596762
"170","12","PRE1211",0.176500000000002,0.999999999999992,1.97500000000001,2.65,0.750896612499996,4.74317508166167
"171","12","PRE1215",0.240500000000002,1.07499999999999,1.67500000000001,2.45,0.803499333499996,6.40757594766998
"172","12","PRE1246",0.178000000000002,1.02499999999999,1.97500000000001,2.825,0.723389096999996,7.20402937523436
"173","12","PRE1261",0.225000000000002,1.52499999999999,2.72500000000001,3.425,0.667367300499996,6.22281231321219
"174","12","PRE1262",0.313000000000002,1.54999999999999,2.65000000000001,3.55,0.669940659999996,11.5497031993732
"175","12","PRE1263",0.250000000000002,1.17499999999999,1.90000000000001,2.45,0.686391795499996,5.43991832907681
"176","12","PRE1321",0.227000000000002,1.22499999999999,1.87500000000001,2.275,0.694392337999996,5.45597378383546
"177","12","PRE1322",0.187000000000002,1.07499999999999,2.05000000000001,2.625,0.682012255999996,6.49707170196296
"178","12","PRE1329",0.213500000000002,1.14999999999999,2.20000000000001,2.975,0.772053248499996,6.08832861258019
"179","12","PRE1330",0.254500000000002,1.22499999999999,2.07500000000001,2.975,0.732551890999996,2.87866720626343
"180","12","PRE1440",0.135000000000002,1.14999999999999,2.00000000000001,2.625,0.5740056330585,6.11899098280013
"181","12","PRE1441",0.274500000000002,1.37499999999999,2.50000000000001,3.025,0.718445770499996,10.2688959735722
"182","12","PRE1442",0.298000000000002,1.59999999999999,2.72500000000001,3.275,0.700266467999996,11.259749594149
"183","12","PRE1446",0.305000000000002,1.47499999999999,2.77500000000001,3.375,0.684707898999996,11.1104666099199
"184","12","PRE1476",0.193500000000002,1.17499999999999,2.05000000000001,2.65,0.638928343999996,8.28187708163136
"185","12","PRE1506",0.279500000000002,1.09999999999999,2.10000000000001,2.9,0.585019353499996,11.537218364753
"186","12","Sorgrass",0.341000000000002,1.47499999999999,2.42500000000001,3.25,0.748751984499996,6.49594587479202
"187","12","ZMA_5288",0.231000000000002,1.47499999999999,2.92500000000001,3.575,0.719868066941492,10.126140960026
"188","12","ZMA_5327",0.250000000000002,1.39999999999999,2.50000000000001,3.325,0.720597330499996,10.9616949168068
"189","12","ZMA_5345",0.237000000000002,1.27499999999999,2.20000000000001,3.05,0.679703468499996,9.54629939427453
"190","12","ZMA_5356",0.250000000000002,1.37499999999999,2.55000000000001,3.425,0.667684172999996,5.88369518185711
"191","12","ZMA_5376",0.245000000000002,1.39999999999999,2.32500000000001,3.475,0.697189157999996,8.98579378567821
"192","12","ZMA_5379",0.294000000000002,1.37499999999999,2.25000000000001,3.35,0.688319012499996,11.1017229185369
"193","13","Grassl",0.180121915640054,1.81599323768722,3.30866814393466,3.64079896659307,0.716514082299156,17.1244963696031
"194","13","MA38",0.246887841504027,1.61095592889781,2.89422474611361,3.81165745293566,0.788180340092703,9.18435733642029
"195","13","Pacesetter",0.239954062966218,1.70083768409385,3.12499999999995,3.43999999999999,0.748406055599998,11.9018376276621
"196","13","PRE0003",0.195694278441937,1.62280075875099,3.4029315795565,4.12115149845837,0.796059273741486,11.3775558404261
"197","13","PRE0004",0.220607450704401,1.46115547315702,3.16480179890271,3.99602817227469,0.683033240319674,11.6966246772056
"198","13","PRE0006",0.128016531228347,0.77309271103796,1.96133704959195,2.5337329991379,0.829092835610332,5.90582625250526
"199","13","PRE0007",0.130357418943973,0.759155734396356,2.06133704959195,2.8337329991379,0.783085359610332,4.90524010250526
"200","13","PRE0016",0.199381566920392,1.20537572190833,2.40319059628307,3.35735186018676,0.65650423731295,12.4187455115815
"201","13","PRE0019",0.245619088423793,1.30606221556362,1.86480179890271,3.59602817227469,0.808792339319674,9.74515462720556
"202","13","PRE0022",0.144621453995252,1.58618527537165,3.66480179890271,4.19602817227469,0.739625467319674,15.0872017172056
"203","13","PRE0023",0.335761278993436,1.95049303313317,3.8180979323248,4.66750636053114,0.790038953914528,17.8062991374132
"204","13","PRE0025",0.181921320301745,1.71484556071515,3.29054155319422,3.68989050418417,0.796080853196996,10.2426128330177
"205","13","PRE0027",0.223339977858546,1.05523651988293,2.64647837369122,3.3467508985086,NA,NA
"206","13","PRE0028",0.196361845879489,1.88098794161792,3.64631240203957,4.24819058520646,0.791579560991854,13.8176780397411
"207","13","PRE0029",0.226259354558258,1.55834704101969,3.41035346098422,3.8744354785438,0.800563960130552,9.47055667133126
"208","13","PRE0030",0.107102811658752,1.12791685538992,2.51943484275982,3.05316837698073,0.71801075597636,9.16528565329399
"209","13","PRE0033",0.20042673541324,1.76374313305735,3.49422474611361,4.41165745293566,0.771014659092703,12.7898316614203
"210","13","PRE0035",0.128122661500355,1.39092675297336,2.66133704959195,3.3337329991379,0.775297434610332,9.05568444550525
"211","13","PRE0036",0.211143650654725,1.25755281371396,3.09024083948792,3.69602817227467,0.758837887953243,10.173131532312
"212","13","PRE0038",0.207508713846599,1.71305536816262,3.4127562503004,4.03262398868955,0.724836210562149,14.5564211232928
"213","13","PRE0041",0.223373697239275,1.83024252705208,3.54549010838826,4.17048433075429,0.734139423007099,11.9817027944325
"214","13","PRE0042",0.157069329250911,0.986900517709496,1.89024083948792,2.39602817227467,0.798969466953243,7.52495653231201
"215","13","PRE0048",0.170250373673633,1.16388587981496,2.1029315795565,2.72115149845837,0.776178534741486,10.2353775204261
"216","13","PRE0049",0.127529331031242,0.877333954474612,1.76133704959195,1.9337329991379,0.795977097610332,6.97409893450525
"217","13","PRE0051",0.121793082263933,1.17113579606814,2.3029315795565,2.92115149845837,0.701656599741486,8.78354756542606
"218","13","PRE0053",0.226813458639505,1.25106178524386,2.4930344691684,2.85996384531813,0.790783767121281,9.62143396659653
"219","13","PRE0056",0.160678240906727,1.13557055986709,2.69024083948792,3.39602817227467,0.703389356953243,10.687726702312
"220","13","PRE0058",0.27417932341342,1.49230668022139,2.8156798800731,3.20934585434429,NA,NA
"221","13","PRE0061",0.112603580404666,0.96161201172722,2.6086681439353,3.34079896659346,0.765206365299621,7.20889804360778
"222","13","PRE0062",0.191533775022156,1.11772864590332,2.02927748153611,2.40595774158797,0.833496247565446,5.43771293794996
"223","13","PRE0063",0.211211039632208,1.07782901611144,2.29024083948792,2.89602817227467,0.803051099953243,9.24135979731201
"224","13","PRE0064",0.153452217909341,0.974291904199041,2.1086681439353,2.34079896659346,0.772093393299621,5.76814969660778
"225","13","PRE0066",0.161274078966874,1.45486538628247,2.43880077381576,2.96354610799202,0.77842184761292,7.97930010743432
"226","13","PRE0068",0.151328435908667,0.953615503865152,2.2156798800731,2.90934585434429,0.795772009727058,5.30729383407963
"227","13","PRE0069",0.191530576379027,1.14597469571232,2.2029315795565,2.72115149845837,0.800445238741486,4.86327513442607
"228","13","PRE0091",0.123290013234781,0.995373879530543,2.5086681439353,3.04079896659346,NA,NA
"229","13","PRE0109",0.22549545619083,1.81083565272507,3.63662943651159,3.88196394659969,0.577866205454839,11.5377548302402
"230","13","PRE0111",0.232134869707453,1.86474312900605,3.2086681439353,3.64079896659346,0.724042628299621,10.4272529796078
"231","13","PRE0123",0.233945279355011,1.13722439938218,3.21943484275982,4.05316837698073,0.828651362976359,10.100848595294
"232","13","PRE0124",0.13239456436874,0.945742165286697,2.51943484275982,2.95316837698073,0.826310484976359,8.123804058294
"233","13","PRE0132",0.156905057009015,1.2374030306225,3.11943484275982,3.85316837698073,0.782694132976359,8.366260624294
"234","13","PRE0134",0.200617002516657,1.61671194955395,2.7156798800731,2.60934585434429,0.737648850727058,6.94495821207963
"235","13","PRE0135",0.214036735757638,1.72211201438522,3.79024083948792,4.89602817227467,0.701734443953243,9.39459616331202
"236","13","PRE0139",0.167242981779088,1.42119913667021,3.32927748153611,4.20595774158798,0.746209720565446,10.86335852795
"237","13","PRE0141",0.133856995005841,1.10837276325807,1.93880077381577,2.16354610799202,0.78641056961292,4.61832235043432
"238","13","PRE0165",0.135914159277533,0.969671299782729,1.83880077381577,2.26354610799202,0.76840567261292,4.88298309843433
"239","13","PRE0166",0.233371237495281,1.79808446005526,3.4045761668591,3.67656400736271,0.783470897710997,10.0060319110432
"240","13","PRE0196",0.19107563878705,1.79047669473241,3.48521023580314,4.04411073014917,0.588758951636967,12.5049571790414
"241","13","PRE0199",0.17593360534621,1.11223918453903,2.01567988007311,2.30934585434429,0.732741543727058,5.63603978307964
"242","13","PRE0200",0.171107993573394,1.37420393114054,2.6029315795565,3.32115149845837,0.786469621741487,6.04004987842608
"243","13","PRE0201",0.17095683947892,1.48807504863144,3.24549010838827,3.97048433075429,0.768018149007099,8.07026739843248
"244","13","PRE0206",0.249273076374292,1.73551669508522,3.50319059628307,4.35735186018676,0.72284685331295,8.22294923058151
"245","13","PRE0210",0.144505404029844,1.59297775826699,3.73746386338077,3.74543081432889,0.759177117851586,5.07766325614675
"246","13","PRE0211",0.169797601828651,1.83675146897641,3.43746386338077,3.44543081432889,0.700781127851586,9.15282826914676
"247","13","PRE0212",0.255539319447724,1.48917689910826,3.11726350545563,3.7832840307794,0.703237914296585,11.1034892368629
"248","13","PRE0214",0.210085754709392,1.15887277843329,2.8180979323248,4.16750636053114,0.837267834914527,10.9335586974132
"249","13","PRE0235",0.198125641412298,1.47794709096572,2.69561961675155,2.93858451161849,0.714274051792831,9.30210209001021
